p_id,question,q_num,q_type,stim1,stim2,stim3,stim4,key,response,RT,correct,subjectGroup,familiarity,vocabulary,comprehension,GMRT,GMRT_transformed,knowledge_transformed
110,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,13356,1.0,RPp,40,25,18,43,-1.9750019809301245,0.6624446750393341
110,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,1,17957,1.0,RPp,40,25,18,43,-1.9750019809301245,0.6624446750393341
110,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,3,14413,1.0,RPp,40,25,18,43,-1.9750019809301245,0.6624446750393341
110,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,4,21417,0.0,RPp,40,25,18,43,-1.9750019809301245,0.6624446750393341
110,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,3,27371,0.0,RPp,40,25,18,43,-1.9750019809301245,0.6624446750393341
110,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,3,35123,0.0,RPp,40,25,18,43,-1.9750019809301245,0.6624446750393341
134,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,5231,1.0,RPp,19,37,38,75,-0.18718007206746512,-0.23986702382073616
134,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,5263,1.0,RPp,19,37,38,75,-0.18718007206746512,-0.23986702382073616
134,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,4902,1.0,RPp,19,37,38,75,-0.18718007206746512,-0.23986702382073616
134,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,3,4550,1.0,RPp,19,37,38,75,-0.18718007206746512,-0.23986702382073616
134,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,6449,1.0,RPp,19,37,38,75,-0.18718007206746512,-0.23986702382073616
134,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,2,12768,0.0,RPp,19,37,38,75,-0.18718007206746512,-0.23986702382073616
134,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,6909,1.0,RPp,19,37,38,75,-0.18718007206746512,-0.23986702382073616
134,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,4,21131,0.0,RPp,19,37,38,75,-0.18718007206746512,-0.23986702382073616
134,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,3,6619,1.0,RPp,19,37,38,75,-0.18718007206746512,-0.23986702382073616
134,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,1,11187,1.0,RPp,19,37,38,75,-0.18718007206746512,-0.23986702382073616
134,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,2,3825,1.0,RPp,19,37,38,75,-0.18718007206746512,-0.23986702382073616
134,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,2,24170,0.0,RPp,19,37,38,75,-0.18718007206746512,-0.23986702382073616
13,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,2,7006,0.0,RPm,2,36,30,66,-0.8888978736466298,-1.520253293841969
13,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,2,4607,0.0,RPm,2,36,30,66,-0.8888978736466298,-1.520253293841969
13,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,5469,1.0,RPm,2,36,30,66,-0.8888978736466298,-1.520253293841969
13,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,4,5752,0.0,RPm,2,36,30,66,-0.8888978736466298,-1.520253293841969
13,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,8206,1.0,RPm,2,36,30,66,-0.8888978736466298,-1.520253293841969
13,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,4,8860,0.0,RPm,2,36,30,66,-0.8888978736466298,-1.520253293841969
13,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,6566,1.0,RPm,2,36,30,66,-0.8888978736466298,-1.520253293841969
13,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,4,8300,0.0,RPm,2,36,30,66,-0.8888978736466298,-1.520253293841969
13,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,4,8496,0.0,RPm,2,36,30,66,-0.8888978736466298,-1.520253293841969
13,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,3,14994,0.0,RPm,2,36,30,66,-0.8888978736466298,-1.520253293841969
13,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,4,7168,0.0,RPm,2,36,30,66,-0.8888978736466298,-1.520253293841969
13,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,4,6983,1.0,RPm,2,36,30,66,-0.8888978736466298,-1.520253293841969
26,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,9492,1.0,RPp,42,44,45,89,1.291117127050344,0.7345526145902804
26,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,6202,1.0,RPp,42,44,45,89,1.291117127050344,0.7345526145902804
26,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,7799,1.0,RPp,42,44,45,89,1.291117127050344,0.7345526145902804
26,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,4,6446,0.0,RPp,42,44,45,89,1.291117127050344,0.7345526145902804
26,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,8952,1.0,RPp,42,44,45,89,1.291117127050344,0.7345526145902804
26,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,3,19615,1.0,RPp,42,44,45,89,1.291117127050344,0.7345526145902804
26,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,5694,1.0,RPp,42,44,45,89,1.291117127050344,0.7345526145902804
26,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,4,6409,0.0,RPp,42,44,45,89,1.291117127050344,0.7345526145902804
26,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,3,12755,1.0,RPp,42,44,45,89,1.291117127050344,0.7345526145902804
26,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,1,8924,1.0,RPp,42,44,45,89,1.291117127050344,0.7345526145902804
26,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,2,4807,1.0,RPp,42,44,45,89,1.291117127050344,0.7345526145902804
26,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,2,17503,0.0,RPp,42,44,45,89,1.291117127050344,0.7345526145902804
84,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,19564,1.0,NRP,25,35,33,68,-0.7482399531133845,0.053062961248310864
84,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,5064,1.0,NRP,25,35,33,68,-0.7482399531133845,0.053062961248310864
84,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,6849,1.0,NRP,25,35,33,68,-0.7482399531133845,0.053062961248310864
84,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,3,10642,1.0,NRP,25,35,33,68,-0.7482399531133845,0.053062961248310864
84,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,15457,1.0,NRP,25,35,33,68,-0.7482399531133845,0.053062961248310864
84,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,4,54297,0.0,NRP,25,35,33,68,-0.7482399531133845,0.053062961248310864
84,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,15130,1.0,NRP,25,35,33,68,-0.7482399531133845,0.053062961248310864
84,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,1,15600,1.0,NRP,25,35,33,68,-0.7482399531133845,0.053062961248310864
84,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,3,19626,1.0,NRP,25,35,33,68,-0.7482399531133845,0.053062961248310864
84,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,1,22011,1.0,NRP,25,35,33,68,-0.7482399531133845,0.053062961248310864
84,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,2,14545,1.0,NRP,25,35,33,68,-0.7482399531133845,0.053062961248310864
84,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,2,22845,0.0,NRP,25,35,33,68,-0.7482399531133845,0.053062961248310864
28,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,9033,1.0,RPm,12,45,46,91,1.5449133942673232,-0.6448044859023522
28,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,3666,1.0,RPm,12,45,46,91,1.5449133942673232,-0.6448044859023522
28,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,7180,1.0,RPm,12,45,46,91,1.5449133942673232,-0.6448044859023522
28,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,4,3919,0.0,RPm,12,45,46,91,1.5449133942673232,-0.6448044859023522
28,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,5141,1.0,RPm,12,45,46,91,1.5449133942673232,-0.6448044859023522
28,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,3,11461,1.0,RPm,12,45,46,91,1.5449133942673232,-0.6448044859023522
28,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,8136,1.0,RPm,12,45,46,91,1.5449133942673232,-0.6448044859023522
28,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,2,15775,0.0,RPm,12,45,46,91,1.5449133942673232,-0.6448044859023522
28,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,3,16209,1.0,RPm,12,45,46,91,1.5449133942673232,-0.6448044859023522
28,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,1,25032,1.0,RPm,12,45,46,91,1.5449133942673232,-0.6448044859023522
28,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,2,10565,1.0,RPm,12,45,46,91,1.5449133942673232,-0.6448044859023522
28,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,2,22809,0.0,RPm,12,45,46,91,1.5449133942673232,-0.6448044859023522
51,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,6216,1.0,RPm,30,42,29,71,-0.5211956359592131,0.2720979316284457
51,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,4470,1.0,RPm,30,42,29,71,-0.5211956359592131,0.2720979316284457
51,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,7435,1.0,RPm,30,42,29,71,-0.5211956359592131,0.2720979316284457
51,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,3,9650,1.0,RPm,30,42,29,71,-0.5211956359592131,0.2720979316284457
51,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,9299,1.0,RPm,30,42,29,71,-0.5211956359592131,0.2720979316284457
51,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,1,23543,0.0,RPm,30,42,29,71,-0.5211956359592131,0.2720979316284457
51,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,8352,1.0,RPm,30,42,29,71,-0.5211956359592131,0.2720979316284457
51,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,1,12270,1.0,RPm,30,42,29,71,-0.5211956359592131,0.2720979316284457
51,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,3,9199,1.0,RPm,30,42,29,71,-0.5211956359592131,0.2720979316284457
51,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,1,13442,1.0,RPm,30,42,29,71,-0.5211956359592131,0.2720979316284457
51,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,2,4842,1.0,RPm,30,42,29,71,-0.5211956359592131,0.2720979316284457
51,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,2,33704,0.0,RPm,30,42,29,71,-0.5211956359592131,0.2720979316284457
116,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,4,6401,0.0,RPp,20,41,40,81,0.3849659674760883,-0.18826077105983052
116,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,5139,1.0,RPp,20,41,40,81,0.3849659674760883,-0.18826077105983052
116,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,3,10024,0.0,RPp,20,41,40,81,0.3849659674760883,-0.18826077105983052
116,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,4,3165,0.0,RPp,20,41,40,81,0.3849659674760883,-0.18826077105983052
116,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,4,5347,0.0,RPp,20,41,40,81,0.3849659674760883,-0.18826077105983052
116,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,3,7570,1.0,RPp,20,41,40,81,0.3849659674760883,-0.18826077105983052
116,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,9881,1.0,RPp,20,41,40,81,0.3849659674760883,-0.18826077105983052
116,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,1,15646,1.0,RPp,20,41,40,81,0.3849659674760883,-0.18826077105983052
116,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,4,15832,0.0,RPp,20,41,40,81,0.3849659674760883,-0.18826077105983052
116,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,1,21492,1.0,RPp,20,41,40,81,0.3849659674760883,-0.18826077105983052
116,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,4,12941,0.0,RPp,20,41,40,81,0.3849659674760883,-0.18826077105983052
116,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,1,2683,0.0,RPp,20,41,40,81,0.3849659674760883,-0.18826077105983052
125,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,3746,1.0,RPm,50,45,47,92,1.676072623181548,1.0074392640880616
125,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,3265,1.0,RPm,50,45,47,92,1.676072623181548,1.0074392640880616
125,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,4500,1.0,RPm,50,45,47,92,1.676072623181548,1.0074392640880616
125,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,4,3350,0.0,RPm,50,45,47,92,1.676072623181548,1.0074392640880616
125,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,7848,1.0,RPm,50,45,47,92,1.676072623181548,1.0074392640880616
125,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,3,23118,1.0,RPm,50,45,47,92,1.676072623181548,1.0074392640880616
125,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,5006,1.0,RPm,50,45,47,92,1.676072623181548,1.0074392640880616
125,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,1,5402,1.0,RPm,50,45,47,92,1.676072623181548,1.0074392640880616
125,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,3,10103,1.0,RPm,50,45,47,92,1.676072623181548,1.0074392640880616
125,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,1,12327,1.0,RPm,50,45,47,92,1.676072623181548,1.0074392640880616
125,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,2,4580,1.0,RPm,50,45,47,92,1.676072623181548,1.0074392640880616
125,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,4,13190,1.0,RPm,50,45,47,92,1.676072623181548,1.0074392640880616
186,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,4279,1.0,NRP,56,32,35,67,-0.8196185214148751,1.1982791159440989
186,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,4796,1.0,NRP,56,32,35,67,-0.8196185214148751,1.1982791159440989
186,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,2,1911,0.0,NRP,56,32,35,67,-0.8196185214148751,1.1982791159440989
186,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,4,3233,0.0,NRP,56,32,35,67,-0.8196185214148751,1.1982791159440989
186,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,37437,1.0,NRP,56,32,35,67,-0.8196185214148751,1.1982791159440989
186,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,3,6318,1.0,NRP,56,32,35,67,-0.8196185214148751,1.1982791159440989
186,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,4,5370,0.0,NRP,56,32,35,67,-0.8196185214148751,1.1982791159440989
186,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,1,8896,1.0,NRP,56,32,35,67,-0.8196185214148751,1.1982791159440989
186,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,2,5541,0.0,NRP,56,32,35,67,-0.8196185214148751,1.1982791159440989
186,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,2,9792,0.0,NRP,56,32,35,67,-0.8196185214148751,1.1982791159440989
186,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,3,7405,0.0,NRP,56,32,35,67,-0.8196185214148751,1.1982791159440989
186,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,1,2235,0.0,NRP,56,32,35,67,-0.8196185214148751,1.1982791159440989
3,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,21960,1.0,NRP,5,37,39,76,-0.09787983821540812,-1.1850086161032547
3,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,7211,1.0,NRP,5,37,39,76,-0.09787983821540812,-1.1850086161032547
